"Source:","C:\Users\compukidmike\Dropbox\kicad\Saintcon2019TopBoard\Saintcon2019TopBoard.sch"
"Date:","6/2/2019 3:04:15 PM"
"Tool:","Eeschema (5.1.2)-1"
"Generator:","C:\Program Files\KiCad\bin\scripting\plugins/bom_csv_grouped_by_value.py"
"Component Count:","1119"

"Individual Components:"

"Item","Qty","Reference(s)","Value","LibPart","Footprint","Datasheet","Field4","Field5","Field6","Field7","Field8"
"","","D878","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D879","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D880","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D881","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D882","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D883","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D884","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D885","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D886","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D887","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D888","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D889","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D890","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D891","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D892","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D893","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D894","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D895","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D896","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D897","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D898","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D899","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D900","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D901","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D902","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D903","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D904","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D905","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D906","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D907","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D908","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D909","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D910","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D911","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D912","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D913","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D914","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D915","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D916","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D917","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D918","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D919","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D920","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D921","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D922","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D923","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D924","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D925","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D926","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D927","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D928","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D929","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D930","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D931","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D932","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D933","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D934","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D935","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D936","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D937","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D938","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D939","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D940","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D941","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D942","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D943","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D944","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D945","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D946","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D947","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D948","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D949","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D950","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D951","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D952","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D953","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D954","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D955","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D956","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D957","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D958","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D959","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D960","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D961","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D962","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D963","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D964","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D965","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D966","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D967","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D968","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D969","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D970","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D971","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D972","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D973","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D974","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D975","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D976","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D977","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D978","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D979","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D980","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D981","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D982","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D983","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D984","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D985","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D986","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D987","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D988","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D989","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D990","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D991","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D992","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D993","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D994","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D995","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D996","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D997","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D998","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D999","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1000","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1001","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1002","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1003","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1004","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1005","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1006","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1007","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1008","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1009","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1010","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1011","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1012","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1013","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1014","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1015","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1016","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1017","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1018","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1019","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1020","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1021","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1022","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1023","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1024","LED_ARGB","Device:LED_ARGB","RGB_LED_0402_1mm:LTSN-B28JEGBB","~","","","","",""
"","","D1025","D","Device:D","Diodes_SMD:D_SOD-323","~","","","","",""
"","","J1","Conn_02x10_Counter_Clockwise","Connector_Generic:Conn_02x10_Counter_Clockwise","BergStakBTBConnectors:BergStak_20Pin_0.5mm_Male_2.7mm","~","","","","",""
"","","R1","10k","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R2","10k","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R3","10k","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R4","100","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R5","10k","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R6","10k","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R7","10k","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R8","10k","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R9","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R10","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R11","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R12","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R13","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R14","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R15","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R16","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R17","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R18","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R19","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R20","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R21","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R22","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R23","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R24","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R25","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R26","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R27","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R28","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R29","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R30","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R31","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R32","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R33","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R34","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R35","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","R36","1K","Device:R_US","Resistors_SMD:R_0603","~","","","","",""
"","","U1","ICE40HX1K-TQ144","ICE40HX1K-TQ144:ICE40HX1K-TQ144","Housings_QFP:TQFP-144_20x20mm_Pitch0.5mm","","https://www.digikey.com/product-detail/en/lattice-semiconductor-corporation/ICE40HX1K-TQ144/220-1565-ND/3083575?utm_source=snapeda&utm_medium=aggregator&utm_campaign=symbol","220-1565-ND","Lattice Semiconductor","TQFP-144 Lattice Semiconductor","ICE40HX1K-TQ144"
"","","U2","AP2112K-3.3","Regulator_Linear:AP2112K-3.3","TO_SOT_Packages_SMD:SOT-23-5","https://www.diodes.com/assets/Datasheets/AP2112.pdf","","","","",""
"","","U3","MIC5504-1.2YM5","Regulator_Linear:MIC5504-1.2YM5","TO_SOT_Packages_SMD:SOT-23-5","http://ww1.microchip.com/downloads/en/DeviceDoc/MIC550X.pdf","","","","",""
"","","U4","W25Q32JVZP","Memory_Flash:W25Q32JVZP","Housings_SON:VSONP-8-1EP_5x6_Pitch1.27mm","http://www.winbond.com/resource-files/w25q32jv%20revg%2003272018%20plus.pdf","","","","",""
"","","U5","16BitLEDShiftReg","LEDDriver16BitShiftReg:16BitLEDShiftReg","Housings_SSOP:SSOP-24_3.9x8.7mm_Pitch0.635mm","https://www.st.com/resource/en/datasheet/stp16cp05.pdf","","","","",""
"","","U6","16BitLEDShiftReg","LEDDriver16BitShiftReg:16BitLEDShiftReg","Housings_SSOP:SSOP-24_3.9x8.7mm_Pitch0.635mm","https://www.st.com/resource/en/datasheet/stp16cp05.pdf","","","","",""
"","","U7","16BitLEDShiftReg","LEDDriver16BitShiftReg:16BitLEDShiftReg","Housings_SSOP:SSOP-24_3.9x8.7mm_Pitch0.635mm","https://www.st.com/resource/en/datasheet/stp16cp05.pdf","","","","",""
"","","U8","16BitLEDShiftReg","LEDDriver16BitShiftReg:16BitLEDShiftReg","Housings_SSOP:SSOP-24_3.9x8.7mm_Pitch0.635mm","https://www.st.com/resource/en/datasheet/stp16cp05.pdf","","","","",""
"","","U9","16BitLEDShiftReg","LEDDriver16BitShiftReg:16BitLEDShiftReg","Housings_SSOP:SSOP-24_3.9x8.7mm_Pitch0.635mm","https://www.st.com/resource/en/datasheet/stp16cp05.pdf","","","","",""
"","","U10","16BitLEDShiftReg","LEDDriver16BitShiftReg:16BitLEDShiftReg","Housings_SSOP:SSOP-24_3.9x8.7mm_Pitch0.635mm","https://www.st.com/resource/en/datasheet/stp16cp05.pdf","","","","",""
"","","U11","16BitLEDShiftReg","LEDDriver16BitShiftReg:16BitLEDShiftReg","Housings_SSOP:SSOP-24_3.9x8.7mm_Pitch0.635mm","https://www.st.com/resource/en/datasheet/stp16cp05.pdf","","","","",""
"","","U12","16BitLEDShiftReg","LEDDriver16BitShiftReg:16BitLEDShiftReg","Housings_SSOP:SSOP-24_3.9x8.7mm_Pitch0.635mm","https://www.st.com/resource/en/datasheet/stp16cp05.pdf","","","","",""
"","","U13","16BitLEDShiftReg","LEDDriver16BitShiftReg:16BitLEDShiftReg","Housings_SSOP:SSOP-24_3.9x8.7mm_Pitch0.635mm","https://www.st.com/resource/en/datasheet/stp16cp05.pdf","","","","",""
"","","U14","16BitLEDShiftReg","LEDDriver16BitShiftReg:16BitLEDShiftReg","Housings_SSOP:SSOP-24_3.9x8.7mm_Pitch0.635mm","https://www.st.com/resource/en/datasheet/stp16cp05.pdf","","","","",""
"","","U15","16BitLEDShiftReg","LEDDriver16BitShiftReg:16BitLEDShiftReg","Housings_SSOP:SSOP-24_3.9x8.7mm_Pitch0.635mm","https://www.st.com/resource/en/datasheet/stp16cp05.pdf","","","","",""
"","","U16","16BitLEDShiftReg","LEDDriver16BitShiftReg:16BitLEDShiftReg","Housings_SSOP:SSOP-24_3.9x8.7mm_Pitch0.635mm","https://www.st.com/resource/en/datasheet/stp16cp05.pdf","","","","",""
"","","U17","SIL2301","SIL2301-DualPMOSFET:SIL2301","TO_SOT_Packages_SMD:SOT-23-6","https://www.mccsemi.com/pdf/Products/SIL2301(SOT-23-6L)-B.pdf","","","","",""
"","","U18","SIL2301","SIL2301-DualPMOSFET:SIL2301","TO_SOT_Packages_SMD:SOT-23-6","https://www.mccsemi.com/pdf/Products/SIL2301(SOT-23-6L)-B.pdf","","","","",""
"","","U19","SIL2301","SIL2301-DualPMOSFET:SIL2301","TO_SOT_Packages_SMD:SOT-23-6","https://www.mccsemi.com/pdf/Products/SIL2301(SOT-23-6L)-B.pdf","","","","",""
"","","U20","SIL2301","SIL2301-DualPMOSFET:SIL2301","TO_SOT_Packages_SMD:SOT-23-6","https://www.mccsemi.com/pdf/Products/SIL2301(SOT-23-6L)-B.pdf","","","","",""
"","","U21","SIL2301","SIL2301-DualPMOSFET:SIL2301","TO_SOT_Packages_SMD:SOT-23-6","https://www.mccsemi.com/pdf/Products/SIL2301(SOT-23-6L)-B.pdf","","","","",""
"","","U22","SIL2301","SIL2301-DualPMOSFET:SIL2301","TO_SOT_Packages_SMD:SOT-23-6","https://www.mccsemi.com/pdf/Products/SIL2301(SOT-23-6L)-B.pdf","","","","",""
"","","U23","SIL2301","SIL2301-DualPMOSFET:SIL2301","TO_SOT_Packages_SMD:SOT-23-6","https://www.mccsemi.com/pdf/Products/SIL2301(SOT-23-6L)-B.pdf","","","","",""
"","","U24","SIL2301","SIL2301-DualPMOSFET:SIL2301","TO_SOT_Packages_SMD:SOT-23-6","https://www.mccsemi.com/pdf/Products/SIL2301(SOT-23-6L)-B.pdf","","","","",""
"","","X1","ASCO","Oscillator:ASCO","ESC_Oscillators:ESC-2520MV","https://abracon.com/Oscillators/ASCO.pdf","","","","",""



"Collated Components:"

"Item","Qty","Reference(s)","Value","LibPart","Footprint","Datasheet","Field4","Field5","Field6","Field7","Field8"
"1","27","C1, C2, C3, C4, C5, C6, C7, C8, C10, C15, C16, C17, C18, C19, C20, C21, C22, C23, C24, C25, C26, C27, C28, C29, C30, C31, C32","0.1uF","Device:C_Small","Capacitors_SMD:C_0603","~","","","","",""
"2","1","C9","10uF","Device:C_Small","Capacitors_SMD:C_0603","~","","","","",""
"3","4","C11, C12, C13, C14","1uF","Device:C_Small","Capacitors_SMD:C_0603","~","","","","",""
